artwork_id,artwork_type,artwork_title,artwork_medium,artwork_url,artwork_description
83595,illuminated manuscripts; folios (leaves),Incipit Page with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83595,"<p>This incipit page  from Walters manuscript W.610 has an illuminated titlepiece inscribed with the title of the 2nd poem of the Khamsah: Kitab-i Khusraw va Shirin.

This folio from Walters also contains 1 of 6 short colophons in Arabic with neither date nor scribe's name.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83595"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83594,illuminated manuscripts; folios (leaves),An Old Woman Implores Sultan Sanjar for Help,ink and pigments on laid paper,https://art.thewalters.org/detail/83594,"<p>On this folio from Walters manuscript W.610, an old woman implores Sultan Sanjar for help.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83594"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
35155,oil paintings (visual works),Cupid with a Bow,oil on canvas,https://art.thewalters.org/detail/35155,"<p>This painting repeats, almost exactly, the composition of a smaller canvas attributed to Guido Reni that was in the collection of the dukes of Leuchtenberg in Munich and in St. Petersburg around the middle of the 19th century. As the Leuchtenberg painting is now missing and known only from an engraving, it is difficult to ascertain whether it was Reni's original or a copy. The Walters' painting appears to be by a close follower. Federico Zeri, in his 1976 catalogue of the Walters' Italian paintings (no. 357), suggested an attribution to Elisabetta Sirani. The painting was acquired by Henry Walters before 1929; no further provenance is known.

</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/35155"" rel=""external alternate main"">oil paintings (visual works)</a></cite>, visit art.thewalters.org.</p>"
83589,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on laid paper,https://art.thewalters.org/detail/83589,"<p>This folio from Walters manuscript W.605 contains the 4th of 5 colophons in Arabic giving the names of the scribe, illuminator, and bookbinder. This colophon is written in gold Tawqi' script below the frame, and reads: katabahu wa-tazayyanahu wa-tajalladahu 'alá yad al-faqir al-haqir Jamal al-Din Muhammad ak-Siddiqi al-Isfahani.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83589"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83590,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on laid paper,https://art.thewalters.org/detail/83590,"<p>This folio from Walters manuscript W.605 contains the last of 5 colophons in Arabic giving the names of the scribe, illuminator, and bookbinder. The name of Jamal al-Din Muhammad ak-Siddiqi al-Isfahani, responsible for the illuminations is given on this folio, along with the date 900 AH/AD 1494-1495.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83590"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
35207,tsubas; sword components,Tsuba with Egrets at a Riverside,"shibuichi, gold",https://art.thewalters.org/detail/35207,"<p>At the lower right of this tsuba, an egret walks among reeds at the water's edge. On the reverse, an egret stands on a tree stump. Lightly incised clouds occupy the upper portion of both sides.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/35207"" rel=""external alternate main"">tsubas; sword components</a></cite>, visit art.thewalters.org.</p>"
83588,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on laid paper,https://art.thewalters.org/detail/83588,"<p>This folio from Walters manuscript W.605 contains the third of 5 colophons in Arabic giving the names of the scribe, illuminator, and bookbinder.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83588"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83586,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on laid paper,https://art.thewalters.org/detail/83586,"<p>This folio from Waltesr manuscript W.605 contains the first of 5 colophons in Arabic giving the names of the scribe, illuminator, and bookbinder.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83586"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83587,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on laid paper,https://art.thewalters.org/detail/83587,"<p>This folio from Walters manuscript W.605 contains the 2ns of 5 colophons in Arabic giving the names of the scribe, illuminator, and bookbinder.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83587"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83584,illuminated manuscripts; folios (leaves),Shirin Meeting Khusraw,ink and pigments on laid paper,https://art.thewalters.org/detail/83584,"<p>This folio from Walters manuscript W.605 depicts Shirin meeting Khusraw.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83584"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83583,illuminated manuscripts; folios (leaves),Khusraw Asking Pardon from Shirin,ink and pigments on laid paper,https://art.thewalters.org/detail/83583,"<p>This folio from Walters manuscript W.605 depicts Khusraw asking pardon from Shirin.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83583"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83581,illuminated manuscripts; folios (leaves),Khusraw and Shirin Enthroned in the Presence of Courtiers,ink and pigments on laid paper,https://art.thewalters.org/detail/83581,"<p>This folio from Walters manuscript W.605 depicts Khusraw and Shirin enthroned in the presence of courtiers.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83581"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83582,illuminated manuscripts; folios (leaves),"Farhad, the Lover of Shirin, in the Presence of the King’s Messenger",ink and pigments on laid paper,https://art.thewalters.org/detail/83582,"<p>This folio from Walters manuscript W.605 depicts Farhad, the lover of Shirin, in the presence of the king's messenger.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83582"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83579,illuminated manuscripts; folios (leaves),Bahram Gur in the Blue Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83579,"<p>This folio from Walters manuscript W.605 depicts Bahram Gur in the blue pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83579"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83580,illuminated manuscripts; folios (leaves),Incipit Page with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83580,"<p>This incipit page from Walters manuscript W.605 has an illuminated titlepiece inscribed with the title of the poem, Kitab-i Khusraw va Shirin, in gold ink.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83580"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83575,illuminated manuscripts; folios (leaves),Incipit Page with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83575,"<p>This illuminated incipit page from Walters manuscript W.605 has a titlepiece inscribed with the title of the poem, Kitab-i Haft paykar, in gold ink.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83575"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83576,illuminated manuscripts; folios (leaves),Bahram Gur Killing a Lion,ink and pigments on laid paper,https://art.thewalters.org/detail/83576,"<p>This folio from Walters manuscript W.605 depicts Bahram Gur killing a lion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83576"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83577,illuminated manuscripts; folios (leaves),Bahram Gur Killing a Dragon,ink and pigments on laid paper,https://art.thewalters.org/detail/83577,"<p>This folio from Walters manuscript W.605 depicts Bahram Gur killing a dragon.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83577"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83578,illuminated manuscripts; folios (leaves),Khusraw Being Told about Farhad’s Love for Shirin,ink and pigments on laid paper,https://art.thewalters.org/detail/83578,"<p>This folio from Walters manuscript W.605 depicts Khusraw being told about Farhad's love for Shirin.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83578"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83573,illuminated manuscripts; folios (leaves),Laylá and Majnun Reunited in the Wilderness,ink and pigments on laid paper,https://art.thewalters.org/detail/83573,"<p>This folio from Walters manuscript W.605 depicts Laylá and Majnun reunited in the wilderness.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83573"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83574,illuminated manuscripts; folios (leaves),Majnun Fainting at Laylá’s Tomb,ink and pigments on laid paper,https://art.thewalters.org/detail/83574,"<p>This folio from Walters manuscript W.605 depicts Majnun fainting at Laylá's tomb.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83574"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83571,illuminated manuscripts; folios (leaves),"Salim, a Youth from Baghdad, Visiting Majnun",ink and pigments on laid paper,https://art.thewalters.org/detail/83571,"<p>This folio from Walters manuscript W.605 depicts Salim, a youth from Baghdad, visiting Majnun.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83571"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83572,illuminated manuscripts; folios (leaves),Majnun Meeting his Mother in the Presence of Salim,ink and pigments on laid paper,https://art.thewalters.org/detail/83572,"<p>This folio from Walters manuscript W.605 depicts Majnun meeting his mother in the presence of Salim.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83572"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83569,illuminated manuscripts; folios (leaves),Khusraw and Farhad,ink and pigments on laid paper,https://art.thewalters.org/detail/83569,"<p>This folio from Walters manuscript W.605 depicts Khusraw and Farhad. The folio is misbound.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83569"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83570,illuminated manuscripts; folios (leaves),Bahram Gur in the Green Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83570,"<p>This folio from Walters manuscript W.605 depicts Bahram Gur in the green pavilion. The folio is misbound.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83570"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83567,illuminated manuscripts; folios (leaves),Majun and his Father Embracing in the Wilderness,ink and pigments on laid paper,https://art.thewalters.org/detail/83567,"<p>This folio from Walters manuscript W.605 depicts Majun and his father embracing in the wilderness.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83567"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83568,illuminated manuscripts; folios (leaves),Majnun Visiting his Father’s Tomb,ink and pigments on laid paper,https://art.thewalters.org/detail/83568,"<p>This folio from Walters manuscript W.605 depicts Majnun visiting his father's tomb.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83568"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83565,illuminated manuscripts; folios (leaves),Majnun Playing with Wild Animals,ink and pigments on laid paper,https://art.thewalters.org/detail/83565,"<p>This folio from Walters manuscript W.605 depicts Majnun playing with wild animals.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83565"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83566,illuminated manuscripts; folios (leaves),Majnun Playing with Wild Animals,ink and pigments on laid paper,https://art.thewalters.org/detail/83566,"<p>This folio from Walters manuscript W.605 depicts Majnun playing with wild animals.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83566"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83564,illuminated manuscripts; folios (leaves),"Nawfal, a Friend of Majnun, Fighting with Laylá’s Tribe",ink and pigments on laid paper,https://art.thewalters.org/detail/83564,"<p>This folio from Walters manuscript W.605 depictst Nawfal, a friend of Majnun, fighting with Laylá's tribe.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83564"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83561,illuminated manuscripts; folios (leaves),Laylá and Majnun at School,ink and pigments on laid paper,https://art.thewalters.org/detail/83561,"<p>This folio from Walters manuscript W.605 depicts Laylá and Majnun at school.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83561"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83562,illuminated manuscripts; folios (leaves),Majnun Visited by his Father,ink and pigments on laid paper,https://art.thewalters.org/detail/83562,"<p>This folio from Walters manuscript W.605 depicts Majnun visited by his father.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83562"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83563,illuminated manuscripts; folios (leaves),Laylá in a Garden in the Company of Young Women,ink and pigments on laid paper,https://art.thewalters.org/detail/83563,"<p>This folio from Walters manuscript W.605 depicts Laylá in a garden in the company of young women.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83563"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83560,illuminated manuscripts; folios (leaves),An Old Man Speaking with a King's Confidant,ink and pigments on laid paper,https://art.thewalters.org/detail/83560,"<p>This folio from Walters manuscript W.605 depicts an old man speaking with a king's confidant.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83560"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83558,illuminated manuscripts; folios (leaves),"King Nushirvan Hunting with Dastur, his Vizier",ink and pigments on laid paper,https://art.thewalters.org/detail/83558,"<p>This folio from Walters manuscript W.605 depicts King Nushirvan hunting with Dastur, his vizier.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83558"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83559,illuminated manuscripts; folios (leaves),King Faridun Hunting Deer,ink and pigments on laid paper,https://art.thewalters.org/detail/83559,"<p>This folio from Walters manuscript W.605 depicts King Faridun hunting deer.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83559"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
35642,okimono; sculpture,"Sculpture (""Okimono"") with a Rat on a Daikon",porcelain with underglaze blue,https://art.thewalters.org/detail/35642,"<p>This is an example of Hirado ware from the Mikawachi kilns.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/35642"" rel=""external alternate main"">okimono; sculpture</a></cite>, visit art.thewalters.org.</p>"
83556,illuminated manuscripts; folios (leaves),Double-page Illuminated Frontispiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83556,"<p>This is the right side of a double-page illuminated frontispiece from Walters manuscript W.605, which together with the left side contains the title and the author's name, written in gold Thuluth script.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83556"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83557,illuminated manuscripts; folios (leaves),Double-page Illuminated Frontispiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83557,"<p>This is the left side of a double-page illuminated frontispiece from Walters manuscript W.605, which together with the right side contains the title and the author's name, written in gold Thuluth script.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83557"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
36187,paintings,On Reconnaissance,oil on canvas,https://art.thewalters.org/detail/36187,"<p>Brandt, a painter of military campaigns and eastern European trail scenes in which horses serve as a recurring motif, distinguished himself as the leader of the ""Munich school of Polish painters,"" an informal band of realists of Polish origin active in Munich in the 1870s. In search of exotic subjects he frequently traveled eastward, visiting Ukraine and the European parts of Turkey. A consummate painter of horses, Brandt shows a procession of Tartar horseman proceeding across a grassy plain dotted with colorful wildflowers. The figure on a dapple horse in the central foreground, startled by something in the rushes at the right, halts, brandishes his rifle, and raises his hand to caution his companion. In the background, the rest of the group rides across the hill toward the two figures in the foreground. The horsemen wear bright red pants, boots, and turbans with feathers; the turban of the man on the dapple horse is a particularly brilliant saffron. Along with the rifles they carry, each has additional weapons around their waists, including bows and axes. The reins and saddles of the horses are embellished by beads and decorative metalwork.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/36187"" rel=""external alternate main"">paintings</a></cite>, visit art.thewalters.org.</p>"
36320,watercolors (paintings),Sketch of Five Bulls with Color Notes,"graphite and watercolor on beige, thin, transparent wove paper",https://art.thewalters.org/detail/36320,"<p>Rosa Bonheur was the most successful female artist of the19th century. She specialized in paintings of animals. Bonheur's art was underpinned by detailed, analytical study, and she is known to have visited slaughterhouses and dissected animals to acquire an understanding of anatomy. This annotated drawing proves her attention to detail when sketching from life. In the 1850s, Bonheur kept a collection of horses, sheep, and goats in her Paris studio for study purposes. Later, she kept an even larger menagerie, including lions, at her château in By at the edge of the Forest of Fontainebleau, where she moved in 1860 and lived for the rest of her life (""Rosa Bonheur,"" Bordeaux, 1997).</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/36320"" rel=""external alternate main"">watercolors (paintings)</a></cite>, visit art.thewalters.org.</p>"
36939,oil paintings (visual works),The Adige River at Verona,oil on canvas,https://art.thewalters.org/detail/36939,"<p>Muted colors and subtle tonal harmonies characterize this view of the fast-flowing Adige River as it passes beneath the five arches of the Ponte della Pietra (two arches are Roman, the central two date from 1520, and the last was a reconstruction of about 1528). Discernible upstream at the left are several palazzi and the Duomo of S. Maria Matricolare, initially a Romanesque construction with later additions, including a campanile designed by Sanmichele, and at the right the region of S. Stefano and the bastion of S. Giorgio silhouetted against the horizon. 

This work is presumed to have been executed during Thaulow's trip across northern Italy to Venice in 1894.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/36939"" rel=""external alternate main"">oil paintings (visual works)</a></cite>, visit art.thewalters.org.</p>"
36948,miniatures (paintings); portraits,Portrait of a Woman,watercolor on ivory,https://art.thewalters.org/detail/36948,"<p>A student of medicine at Uppsala University, to his father's horror, Peter Adolf Hall became an artist, not a doctor. From May 1766 he worked in Paris and was elected a member of the academy. He portrayed several members of the French Royal Family and was appointed ""Peintre de Roi"" (Painter to the Court). After supporting the French Revolution he was forced into exile in 1791 and died in Belgium a few years later. Along with Jean Honoré Fragonard he introduced a looser style of miniature painting to France.

On the frame is a stand and a loop for hanging, marked on stand.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/36948"" rel=""external alternate main"">miniatures (paintings); portraits</a></cite>, visit art.thewalters.org.</p>"
83408,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on laid paper,https://art.thewalters.org/detail/83408,"<p>This folio from Walters manuscript W.611 contains a colophon in Arabic that gives the name of the scribe and the date of copying.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83408"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83406,illuminated manuscripts; folios (leaves),Alexander the Great Fights the Russians,ink and pigments on laid paper,https://art.thewalters.org/detail/83406,"<p>On this folio from Walters manuscript W.611, Alexander the Great fights the Russians.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83406"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83404,illuminated manuscripts; folios (leaves),Alexander the Great Laments the Death of Darius,ink and pigments on laid paper,https://art.thewalters.org/detail/83404,"<p>On this folio from Walters manuscript W.611, Alexander the Great laments the death of Darius.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83404"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83405,illuminated manuscripts; folios (leaves),Alexander the Great Received by the Khaqan of China,ink and pigments on laid paper,https://art.thewalters.org/detail/83405,"<p>This folio from Walters manuscript W.611 depicts Alexander the Great received by the Khaqan of China.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83405"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83402,illuminated manuscripts; folios (leaves),Incipit Page with Illuminated Headpiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83402,"<p>This illuminated headpiece from Walters manuscript W.611 introduces the 5th poem of the Khamsah, Iskandarnamah.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83402"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83403,illuminated manuscripts; folios (leaves),Alexander the Great Fights the Ethiopians,ink and pigments on laid paper,https://art.thewalters.org/detail/83403,"<p>On this folio from Walters manuscript W.611, Alexander the Great fights the Ethiopians.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83403"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83400,illuminated manuscripts; folios (leaves),Bahram Gur in the Sandalwood Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83400,"<p>This folio from Walters manuscript W.611 depicts Bahram Gur in the sandalwood pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83400"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83401,illuminated manuscripts; folios (leaves),Bahram Gur in the White Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83401,"<p>This folio from Walters manuscript W.611 depicts Bahram Gur in the white pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83401"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83398,illuminated manuscripts; folios (leaves),Bahram Gur in the Red Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83398,"<p>This folio from Walters mansucript W.611 depicts Bahram Gur in the red pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83398"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83399,illuminated manuscripts; folios (leaves),Bahram Gur in the Blue Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83399,"<p>This folio from Walters manuscript W.611 depicts Bahram Gur in the blue pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83399"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83396,illuminated manuscripts; folios (leaves),Bahram Gur in the Yellow Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83396,"<p>This folio from Walters manuscript W.611 depicts Bahram Gur in the yellow pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83396"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83397,illuminated manuscripts; folios (leaves),Bahram Gur in the Green Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83397,"<p>This folio from Walters manuscript W.611 depicts Bahram Gur in the green pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83397"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83393,illuminated manuscripts; folios (leaves),Incipit Page with Illuminated Headpiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83393,"<p>This illuminated headpiece from Walters manuscript W.611 introduces the 4th poem of the Khamsah, Haft paykar.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83393"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83394,illuminated manuscripts; folios (leaves),Bahram Gur Kills Two Lions,ink and pigments on laid paper,https://art.thewalters.org/detail/83394,"<p>On this folio from Walters manuscript W.611, Bahram Gur kills two lions.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83394"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83395,illuminated manuscripts; folios (leaves),Bahram Gur in the Black Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83395,"<p>This folio from Walters manuscript W.611 depicts Bahram Gur in the black pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83395"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83392,illuminated manuscripts; folios (leaves),Laylá and Majnun Reunited After a Long Separation,ink and pigments on laid paper,https://art.thewalters.org/detail/83392,"<p>On this folio from Walters manuscript W.611, Laylá and Majnun are reunited after a long separation.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83392"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83390,illuminated manuscripts; folios (leaves),Majnun in the Wilderness Surrounded by Animals,ink and pigments on laid paper,https://art.thewalters.org/detail/83390,"<p>This folio from Walters manuscript W.611 depicts Majnun in the wilderness surrounded by animals.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83390"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83391,illuminated manuscripts; folios (leaves),Salim Visits Majnun in the Wilderness,ink and pigments on laid paper,https://art.thewalters.org/detail/83391,"<p>On this folio from Walters manuscript W.611, Salim visits Majnun in the wilderness.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83391"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83388,illuminated manuscripts; folios (leaves),Majun Visits Laylá in the Company of Wild Animals,ink and pigments on laid paper,https://art.thewalters.org/detail/83388,"<p>On this folio from Walters manuscript W.611, Majun visits Laylá in the company of wild animals.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83388"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83389,illuminated manuscripts; folios (leaves),Nawfal and his Men Attack Laylá’s Tribe,ink and pigments on laid paper,https://art.thewalters.org/detail/83389,"<p>On this folio from Walters manuscript W.611, Nawfal and his men attack Laylá's tribe.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83389"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
