exhibition_id,exhibition_name,exhibition_begin_year,
2561,Victorians: British Painting in the Reign of Queen Victoria, 1837-1901,1997,
2563,Five Hundred Years of the Arts of the Book in Ireland,1997,
2564,Van Eyck's Annunciation: The Meeting of Heaven and Earth,1997,
2566,A Family Reunion: The Milltowns,1997,
2179,A Medley of German Drawings,1996,
2187,Maryland Institute College of Art (MICA) Students Go for Baroque,1995,
2335,Tiepolo Unveiled: The Restoration of a Masterpiece,1996,
2474,A Baltimore Watchman: An Exhibition of Drawings by Alfred Jacob Miller,1996,
2526,Von allen seiten schön, Bronzen der Renaissance und des Barock,1995,
2527,Medieval Art in America 1800-1940, Patterns of Collecting,1995,
2532,Le dressoir du prince, services d'apparat à la Renaissance,1995,
2533,Power of the Pen: Islamic Calligraphy in the Fourteenth Century,1995,
2534,Redefining Genre: French and American Painting 1850-1900,1995,
2536,Hellenistic Bronze Exchange with Staatliche Museen zu Berlin Preussischer Kulturbesitz,1995,
2537,Raiders and Traders on China's Northern Frontier,1995,
2539,Impressions of France: Monet, Renoir, Pissarro and Their Rivals,1995,
2540,Federico II e l'Italia: percorsi, luoghi, segni e strumenti (Frederick II and Italy: Precursors, Places, Signs and Instruments),1995,
2544,Enamels of Limoges,1996,
2546,Vice-Versa: German Painters in America,1996,
2547,Smith College Museum of Art Early Medieval Research,1996,
2548,The Palaces of St,1996,
2549,Corot, Courbet und die Maler von Barbizon: 'Les amis de la nature' (Corot, Courbet and the Painters from Barbizon),1996,
2550,Ulisse: Il mito e la memoria (Ulysses: The Myth and Memory),1996,
2551,Fire of Hephaistos: Large Classical Bronzes from North American Collections,1996,
2554,Dei ed Eroi: Classicità e mito fra '800 e '900 (Gods and Heroes),1996,
2555,Rinehart 100: The Contemporary Years,1996,
2556,"Impressionism, the City and Modern Life",1996,
2557,Africa: The Art of a Continent,1996,
165,The Psalms of David in the Middle Ages,1996,
555,Egypt in Africa,1996,
721,To Arrest the Ravages of Time: Caring for Art at the Walters,1996,
941,Pandora's Box: Women in Classical Greece,1995,
948,Going for Baroque,1995,
954,Free Spirits among Streams and Mountains: A Chinese Handscroll by Wang Yuan-ch'i (1645-1715),1996,
955,Ethiopian Art at The Walters,1996,
3089,Medieval Games of Love and War,1995,
3090,Daily Life in Medieval Books,1996,
3045,James McNeill Whistler,1994,
3046,"The Art of Devotion in the Late Middle Ages in Europe, 1300-1500",1994,
3047,Origins of Impressionism,1994,
2180,Private Lives: Nineteenth Century American Genre Drawings,1994,
2248,Sofonisba Anguissola e le sue sorelle,1994,
2528,Memory and the Middle Ages,1995,
2529,Claude Monet 1840-1926,1995,
2530,Fiamminghi a Roma 1508-1608,1995,
2531,Parallels and Precedents: Baltimore's George A,1995,
2535,"At Home with Art: Painting in American Interiors, 1784-1919",1995,
2538,Landscapes of France: Impressionism and Its Rivals,1995,
2541,Lisippo: L'Arte e la Fortuna (Fortune of Lisippus),1995,
2668,Tiziano Vecellio: Amour Sacro e Profano,1995,
2669,Carthage: l'histoire, sa trace et son écho,1995,
34,The Allure of Bronze,1995,
83,The Gothic Illuminators of Florence,1994,
101,The Book within the Book: Images of Books and Readers in Manuscripts,1995,
120,To Hell and Back: Medieval Images of the Afterworld,1995,
163,Renaissance Books and Manuscripts of the Humanist Age,1994,
174,Manuscript Sleuthing: Discoveries of a Curator,1995,
302,The Papacy and the Arts,1995,
510,Itaya Hazan,1995,
697,Heinrich der Löwe und seine Zeit: Herchaft und Repräsentation der Welfen,1995,
942,Bridging East and West: Japanese Ceramics from the Kozan Studio,1994,
945,Unearthly Elegance: Buddhist Art from the Griswold Collection,1995,
947,Bernardo Strozzi: Master Painter of the Italian Baroque,1995,
39,A Bouquet of French Manuscripts: Remembering Eleanor Spencer,1994,
48,African Zion: The Sacred Art of Ethiopia,1993,
65,Treasures in Heaven: Armenian Illuminated Manuscripts,1994,
123,Medieval Writing and Calligraphy,1993,
187,Drawings by the Artists from the Ecouen School,1993,
296,A Vanishing Meadow: The Watercolors of Léon Bonvin,1994,
680,Art of the Romanesque,1994,
872,The Wild Kingdom of Antoine-Louis Barye, 1795-1875,1994,
3044,Islamic Culture and the Medical Arts,1994,
3048,Lavinia Fontana, 1552-1614,1994,
3049,Jan van Eyck's Annunciation,1994,
3050,Monet: A Retrospective,1994,
3051,Pietro Longhi,1993,
3053,Spina: Storia di una Citta tra Greci ed Etruschi,1993,
3055,Coins and Costume in Late Antiquity,1993,
3056,Renaissance and Baroque Bronzes in the Frick Art Museum,1993,
2524,An Obsession with Fortune: Tyche in Greek and Roman Art,1994,
2747,Artful Dining: The Exhibition,1994,
2332,Alfred Sisley: Master Impressionist,1992,
2744,A Renaissance Puzzle: Heemskerck's Abduction of Helen,1993,
88,The Bible Before Luther,1992,
94,Travel in Medieval Manuscripts,1993,
118,The Art of Fine Binding in the Renaissance,1993,
195,Gavarni,1993,
211,Bookish Business: Henry Walters and Leon Gruel,1993,
429,Italian Vistas: Selections from the Permanent Collection,1992,
821,Like the Taste of Good Rice: Art from Korea,1993,
2018,Honoré Daumier: Zeichnungen und Druckgrafik (Daumier - Drawings),1992,
3052,The Floating World Revisited,1993,
3054,From Pasture to Polis: Art in the Age of Homer,1993,
3057,Bella Pittura: The Art of the Gandolfi,1993,
3058,Goddess and Polis: The Panathenaic Festival in Ancient Athens,1992,
3060,Revisiting the White City: American Art at the 1893 World's Fair,1993,
3062,Loan exchange with Memphis Brooks Museum of Art,1992,
3063,"Hot, Dry Men; Cold, Wet Women",1993,
3064,Splendeur des Sassanides,1993,
3066,1492: An Ongoing Voyage,1992,
3068,Egypt's Dazzling Sun: Amenhotep III and His World,1992,
3069,In Pursuit of Fame: Rembrandt Peale, 1778-1860,1992,
3071,The Age of the Marvelous,1991,
3207,Classical Taste in America, 1800-1840,1993,
3067,Manet and the Execution of Maximilian,1992,
3070,Cavaliers and Cardinals: Nineteenth Century French Anecdotal Painting,1992,
3072,Kunst in der Republik Genua, 1528-1815,1992,
3073,Schatzkammerstücke aus der Herbstzeit des Mittelalters: Das Regensburger Emailkästchen und sein Umkreis,1992,
3074,Sport in Ancient Greece,1992,
3076,The Odyssey and Ancient Art,1991,
3077,Circa 1492: Art in the Age of Exploration,1991,
3079,François de Nomé: Theatre of Light and Destruction,1991,
3080,Géricault,1991,
3082,The West as America,1991,
3083,Manuscript Illumination in Flanders,1992,
3084,"Painting in Iran, Sixteenth to Seventeenth Centuries",1992,
3088,Royalty in Medieval Miniatures,1992,
2286,The Rise of Landscape Painting in France: Corot to Monet,1991,
121,The Illuminated Initial,1991,
162,A World of Foreign Lands,1992,
329,Al-Andalus: The Art of Islamic Spain,1992,
405,Artful Deception: The Craft of the Forger,1987,
813,"Empires Restored, Elysium Revisited: The Art of Sir Lawrence Alma-Tadema",1991,
31,The Book and the Author: Portraits of the Evangelists in Eastern and Western Manuscripts,1990,
73,Plants and Flowers in Medieval Manuscripts,1991,
93,The Gothic Revival: The Illuminated Manuscript in Medieval and Modern Times,1991,
249,Tales in the Telling: Secular Narrative Illustration in the Medieval Book,1991,
834,"Beyond the Pyramids: Geometry and Design in the Carpets of Egypt, 1450-1750",1991,
2990,Mirror of Empire: Dutch Marine Art of the Seventeenth Century,1990,
2991,The Here and the Hereafter: Images of Paradise in Islamic Art,1991,
2992,"EugÃ¨ne Delacroix (1798â€“1863): Paintings, Drawings, and Prints from North American Collections",1991,
2993,The Coroplast's Art: Greek Terracottas of the Hellenistic World,1990,
2994,Polyklet: Der Bildhauer der griechischen Klassik,1990,
2995,Saint Bernard et Le Monde Cistercien,1990,
2997,Maryland: First Catholic Colony,1990,
3081,Seeds of Change,1991,
2283,Un Ã¢ge d'or des arts dÃ©coratifs: 1814-1848,1991,
47,Outdoor Space in Medieval Book Illumination,1990,
86,Manuscript Painting in the Renaissance,1989,
105,From Romanesque to Gothic: Illumination in Transition,1990,
158,"The Power of the Press: Revolution in Communications, 1450 - 1600",1990,
324,"Japanese Cloisonne Enamels, Fisher Collection",1989,
457,The Golden Age of Dutch Manuscript Painting,1989,
648,"Holy Image, Holy Space: Icons and Frescoes from Greece",1988,
760,"Illuminations: Images of Landscape in France, 1855-1885",1990,
2999,The Japan Idea: Art and Domestic Life in Victorian America,1990,
3000,Rendezvous to Roundup: The First 100 Years of Art in Wyoming,1990,
3001,Paris 1889: American Artists at the Universal Exposition,1990,
3002,"The Sphinx and the Lotus: The Egyptian Movement in American Decorative Arts, 1865-1935",1990,
3003,The Art of the July Monarchy: France 1830-1848,1989,
3005,King Herod's Dream: Caesarea on the Sea,1988,
3006,Discerning Tastes: Montreal Collectors 1880-1920,1989,
3007,Claude Monet - Auguste Rodin: Centenaire de lâ€™Exposition de 1889,1989,
3008,Daumier and the Art of Caricature,1989,
3004,Rosa Bonheur: Academic Artist,1989,
3009,"The Carver's Art: Medieval Sculpture in Ivory, Bone and Horn",1989,
3010,In Beeld Geprezen: Miniaturen uit Maaslandse Devotieboeken (1250-1350),1989,
3011,Image and Word,1989,
3012,The Gods Delight: The Human Figure in Classical Bronze,1988,
3013,The Western Experience,1989,
3014,The Sforza Court: Milan in the Renaissance 1450-1535,1988,
3016,The Divine Guido: The Paintings of Guido Reni,1988,
3017,"Fortuny, 1838-1874",1989,
3018,Louis Comfort Tiffany: Revelations of True Beauty,1989,
3019,"The Art of Paolo Veronese, 1528-1588",1988,
3020,Van Gogh and Millet,1988,
3021,Africa and the Renaissance: Art in Ivory,1988,
2237,From Alexander to Cleopatra: Greek Art of the Hellenistic Age,1988,
2314,Decadent Decades: The Medieval Clothes Horse,1989,
2397,"Art in the Book:The Vision of Architecture, Painting, and Sculpture in Illuminated Manuscripts",1989,
2714,The Royal Style,1988,
2718,Beyond the Pharaohs: Egypt and the Copts in the Second to Seventh Centuries A,1989,
2719,"Masters and Manuscripts: Or, How to Distinguish One Illuminator from Another",1989,
109,Making Music in Medieval Manuscripts,1988,
563,A Millennium of Christianity: Russian Art from The Walters Art Gallery,1988,
880,The Nature of Loyalty: Japanese Warrior Prints of the Nineteenth Century,1989,
87,Time Sanctified: The Book of Hours in Medieval Art and Life,1988,
115,Heavenly Bodies,1988,
117,Judging a Book by its Cover: Fine Bindings,1988,
2871,Elephants,1987,
3023,Le Japonisme,1988,
3024,Albania: Treasures from the Land of the Skypetars,1988,
3025,Masters of Seventeenth Century Dutch Landscape Painting,1987,
3026,"A Taste for Angels: Neapolitan Painting in North America, 1650-1750",1987,
3029,New Horizons: American Painting 1840-1910,1987,
3031,The Art of John La Farge,1987,
3032,EugÃ¨ne Delacroix,1987,
3033,Age of Chivalry: Art in Plantagenet England 1200-1400,1987,
3034,Tiffany: 150 Years of Gems and Jewelry,1987,
3035,"Rosso Fiorentino: Drawings, Prints, and Decorative Arts",1987,
3036,"Woven from the Soul, Spun from the Heart: Textile Arts of Safavid and Qajar Iran",1987,
3038,Through Ancient Eyes: Portraiture in Ancient Egypt,1988,
2167,Alfred Jacob Miller: Maryland and the West,1988,
2387,The Nativity in Medieval and Renaissance Manuscripts,1987,
2706,The Orientalists,1987,
2707,Treasures in Heaven: Armenian Manuscript Illumination,1988,
2708,Artists as Travellers,1988,
2713,Masterpieces of Ornament,1988,
2730,Bindings from the Islamic World,1988,
2206,The National Sculpture Society Celebrates the Figure,1987,
2377,Death and Dying in the Middle Ages,1987,
2423,Regensburger Buchmalerei: Von frÃ¼hkarolingischer Zeit bis zum Ausgang des Mittelalters,1987,
2430,Puer Natus Est : The Christmas Story in Medieval Manuscripts,1986,
2703,American Drawings from the Walters Art Gallery,1987,
2704,Jewelry from the Walters Art Gallery and the Zucker Family Collection,1987,
2761,Old Russian Enamels,1987,
70,Enemies of Books: The Mutilation of Manuscripts,1987,
100,O Sing Unto the Lord a New Song: Music Manuscripts from the Middle Ages,1987,
111,Real People in the Middle Ages: Donor Portraits in Illuminated Manuscripts,1987,
737,The Age of Sultan SÃ¼leyman the Magnificent,1987,
2054,"Objects of Adornment: Five Thousand Years of Jewelry from the Walters Art Gallery, Baltimore",1984,
2975,From Torchlights to Television,1986,
2986,Carl FabergÃ© in Context,1986,
3037,Safe and Secure: Keys and Locks,1987,
3042,The Art of Henry Inman,1987,
3043,"Subleyras, 1699-1749",1987,
2872,Text and Image: Medieval Book Illustration,1986,
2873,Saints and Their Symbols,1985,
2962,INDIA!,1985,
2976,Giuseppe Maria Crespi and the Emergence of Genre Painting in Italy,1986,
2977,More Than Meets the Eye: The Art of Trompe l'Oeil,1985,
2978,French Textiles from the Middle Ages Through the Second Empire,1986,
2979,Gothic and Renaissance Art in Nuremberg 1300-1550,1986,
2981,Glass from the World's Fairs,1986,
2982,Bon Voyage! Designs for Travel,1986,
2983,Manet's Working Methods,1986,
2984,Nineteenth Century Maryland Life,1986,
2985,Art Before the Iconoclasm: Northern Netherlandish Art 1525-1580,1986,
2390,Jewish Heroes in Christian Books,1986,
2400,Die ZÃ¤hringer,1986,
2405,The Naked and the Nude,1986,
2696,"Art Nouveau Jewelry by Rene Lalique: Masterpieces from the Calouste Culbenkian Museum, Lisbon, and United States Collections",1985,
2699,Silver Treasure from Early Byzantium,1986,
107,The Four Seasons,1986,
2016,Byzantine Gold: Illumination in Greek Manuscripts,1986,
919,Millet and His Barbizon Contemporaries,1985,
2020,Manuscripts and Facsimiles,1985,
2958,Chinese Ceramics: Art and Technology,1984,
2959,Baroque Portraiture in Italy,1984,
2963,Songs of Glory: Medieval Art from 900-1500,1985,
2964,"Venice: The American View, 1860-1920",1984,
2965,Light of Asia,1984,
2966,Muslim and Hindu Art,1985,
2967,Lighting in Early Byzantium,1984,
2968,Dreadful Fire! Burning of the Houses of Parliament,1984,
2969,"Joseph Ternbach: Conservator, Collector",1984,
2971,The Legacy of Lafayette,1984,
2972,"The Age of Caravaggio, 1590-1610",1985,
2973,The New Path: Ruskin and the American Pre-Raphaelites,1985,
2974,Bronze Animaliers,1985,
2289,Illuminated Manuscripts: Masterpieces in Miniature,1984,
2691,Reliquaries and Ritual: Medieval Objects of Devotion,1984,
2165,Alfred Jacob Miller: Watercolors and Drawings,1984,
2192,"Nuremberg, A Renaissance City",1983,
2300,"Honore Daumier, Georges Rouault",1983,
2429,Sarah Bernhardt and Her Times,1984,
2490,The Art of Everyday Life: 19th Century Genre Paintings and Drawings from the Permanent Collection,1983,
2687,Japanese Lacquers,1984,
2689,Objects of Vertu: Precious Works of the Eighteenth Century,1984,
170,The Taste of Maryland: Art Collecting in Maryland 1800-1934,1984,
215,Ivory: The Sumptuous Art,1983,
753,Master Potters of Japan,1984,
781,The Heritage of Islam,1982,
2939,Late Antiquity and Early Christianity,1983,
2942,Erastus Dow Palmer: A Native American Neoclassical Sculptor,1983,
2945,The Egyptian Mummy: Secrets and Science,1984,
2946,FranÃ§ois Bonvin,1984,
2947,Leonardo's Last Supper: Before and After,1983,
2948,Aaron Sopher,1983,
2949,Children of Mercury: The Education of Artists in the Sixteenth and Seventeenth Centuries,1984,
2950,Raffaello: elementi di un mito,1984,
2951,"In Quest of Excellence: Civic Pride, Patronage, Connoisseurship",1984,
2952,Savings Bank of Baltimore Special Display,1984,
2953,In Pursuit of Perfection: The Art of J,1983,
2954,Alexandre Gabriel Decamps,1984,
2955,Harborplace Pratt Street Pavilion Special Display,1984,
2957,Retrospective: Camille Pissarro,1984,
2960,Three Hundred Fifty Years of Art and Architecture in Maryland,1984,
2961,"Notes, Harmonies and Nocturnes: Small Works by James McNeill Whistler",1984,
3118,Raphael et l'Art Francais,1983,
2896,The Search for Alexander,1980,
2914,Transformations in Hellenistic Art,1983,
2919,The Art of South Italy: Vases from Magna Graecia,1982,
2924,French Clocks in North American Collections,1982,
2926,Raphael and America,1983,
2927,Manet and Modern Paris,1982,
2928,Five Thousand Years of Faces,1983,
2929,Fidoes and Heroes in Bronze,1983,
2930,"Gold Jewelry: Craft, Style, and Meaning from Mycenae to Constantinopolis",1983,
2931,Charles Fraser of Charleston,1983,
2932,The Medieval Garden,1983,
2933,"Manet, 1832-1883",1983,
2934,The Rocky Mountains: A Vision for Artists in the Nineteenth Century,1983,
2935,FabergÃ©,1983,
2936,The Eastern Carpet in the Western World,1983,
2937,Portuguese Discoveries and Renaissance Europe,1983,
2938,Indians of the Plains: The Watercolors of Alfred Jacob Miller,1983,
2940,Nineteenth Century French Salon Paintings from Southern Collections,1983,
2944,"James Crawford Thom, A Retrospective",1983,
2189,Designed for Use: Ancient Industrial Arts,1983,
2273,Focus on Art,1983,
2354,German 19th Century Paintings and Drawings,1983,
2682,Egypt's Golden Age: The Art of Living in the New Kingdom (1558-1085 B,1982,
432,A Connoisseur's Portfolio: Nineteenth-century Drawings and Watercolors in the Walters Art Gallery,1983,
475,Renaissance of Islam: Art of the Mamluks,1981,
814,Jules Breton and the French Rural Tradition,1982,
28,"The Realist Tradition: French Painting and Drawing, 1830-1900",1980,
281,Indian and Southeast Asian Ivories: Selections from Local Collections,1982,
386,God's Minstrel: St,1982,
454,3000 Years of Glass: Treasures from The Walters Art Gallery,1982,
717,Sacred Souvenirs: Byzantine Pilgrimage Art,1982,
2052,Les Fastes du Gothique: le SiÃ¨cle de Charles V,1981,
2908,Painters of the Humble Truth: Masterpieces of American Still Life,1981,
2911,Durers Verwandlung in der Skulptur zwischen Renaissance und Barock,1981,
2912,Symbols of Faith,1981,
2913,Exotic Kingdoms: China and Europe in the Eighteenth Century,1982,
2915,Castles: An Enduring Fantasy,1982,
2916,The Art of the Book in India,1982,
2917,The Sculpture of Gianlorenzo Bernini,1982,
2918,Harborplace Light Street Pavilion Special Display,1982,
2921,Harborplace Light Street Pavilion Special Display,1982,
2922,The England of William Penn,1982,
2923,Men and Gods from Ancient Greece,1982,
2164,Alfred Jacob Miller: An Artist on the Oregon Trail,1981,
2306,All the Banners Wave: Art and War in the Romantic Era,1982,
2481,Orientalism: The Near East in French Painting 1800-1880,1982,
2517,New Light on Old Pictures: Dutch and Flemish Paintings from the Walters,1981,
2197,The Romantics to Rodin: French Nineteenth Century Sculpture from North American Collections,1980,
2514,Masterpieces of Chinese Porcelain,1980,
2675,Hirado Porcelain,1980,
2677,A Salute to the Aquarium,1981,
338,The Drawings and Watercolors of LÃ©on Bonvin,1980,
392,The World of Islam,1981,
2882,"Clockwork Universe: German Clocks and Automata, 1550-1650",1980,
2883,Imperial Japan: The Art of the Meiji Era (1868-1912),1980,
2888,Court Jewels of the Renaissance 1500-1630,1980,
2890,Benedictus Pater Europae 480-1980,1980,
2892,Camille Pissarro,1980,
2895,Chinese Porcelains in European Mounts,1980,
2898,Six Guns and Tomahawks,1980,
2899,The Golden Age: Dutch Seventeenth Century Portraiture,1980,
2901,The Royal Abbey of St,1981,
2902,"Sculptors' Drawings Over Six Centuries, 1400-1950",1981,
2905,Opening the Way West,1981,
2906,Small Paintings from Famous Collections,1981,
2907,The Meeting of Two Worlds: The Crusades and the Mediterranean Context,1981,
2910,In the Studio,1981,
2881,Hommage Ã  Claude Monet (1840-1926),1980,
2884,European Snuffboxes,1980,
2885,Bilder vom Menschen in der Kunst des Abendlandes,1980,
2886,Hair,1980,
2889,Harborplace Light Street Pavilion Special Display,1980,
2891,Beyond Nobility: Art for the Private Citizen in the Early Renaissance,1980,
2893,Now I Lay Me Down to Eat: Notes and Footnotes on the Lost Art of Living,1980,
2894,Francois Boucher,1980,
2513,Jewelry - Ancient to Modern,1979,
2672,Undercover Stories in Art,1980,
2674,Salute to Belgium,1980,
229,"Christian Imagery in French Nineteenth Century Art, 1789-1906",1980,
548,Islamic Insights,1980,
561,Vincennes and SÃ¨vres Porcelain in the Walters Art Gallery,1980,
305,Calligraphy in the Arts of the Muslim World,1979,
404,A Supple Brush: The Flowering of Continental Watercolors,1979,
484,A Baltimorean in Paris: George A,1979,
505,Art Nouveau from Maryland Collections,1979,
532,The Second Empire 1852-1870: Art in France under Napoleon III,1978,
2856,Africa in Antiquity: The Arts of Ancient Nubia and the Sudan,1978,
2857,"Giambologna, 1529-1608: Sculptor to the Medici",1978,
2859,"Die Parler und der SchÃ¶ne Stil, 1350-1400",1978,
2860,Beyond the Endless River: Western American Drawings and Watercolors of the Nineteenth Century,1979,
2862,Delaware Indians in New Jersey,1979,
2863,"Return to Albion: Americans in England, 1760-1940",1979,
2864,Die DÃ¼sseldorfer Malerschule,1979,
2865,"Zeit der FrÃ¼hen Habsburger: Dome und KlÃ¶ster, 1279-1379",1979,
2867,Snuff Bottles,1979,
2868,Aspects of Ancient Greece,1979,
2869,Chinoiserie: The Chinese Influence,1979,
2870,Rogier van der Weyden,1979,
2876,Window Display at Enoch Pratt Library,1979,
2877,St,1979,
2878,Events in the Life of Jean Grolier,1979,
2193,"The Splendor of Dresden: Five Centuries of Art Collecting, an Exhibition from the German Democratic Republic",1978,
2319,HonorÃ© Daumier (1808-1879),1979,
2416,"Henri-Joseph Harpignies, 1819-1916",1978,
2509,"The Grand Mogul: Imperial Painting in India, 1600-1900",1978,
2424,The Triumph of Humanism: A Visual Survey of the Decorative Arts of the Renaissance,1977,
2434,Alfred Stevens,1977,
2470,Ancient Persia: The Art of an Empire,1978,
2506,"I, Claudius: Art in the Age of Julio-Claudians",1977,
2507,In Search of Ancient Treasure: 40 Years of Collecting,1978,
275,Netsuke: Miniature Sculpture of Japan,1978,
683,Splendor in Books,1977,
728,From Delacroix to CÃ©zanne: French Watercolor Landscapes of the Nineteenth Century,1977,
2835,The Origins of the Italian Veduta,1978,
2838,Silver for the Gods: Eight Hundred Years of Greek and Roman Silver,1977,
2839,French Nineteenth Century Oil Sketches: David to Degas,1978,
2840,Tiepolos in America,1978,
2841,The South Sea Paintings of John LaFarge,1978,
2845,Rubens and Humanism,1978,
2846,The Spanish Forger,1978,
2847,Antiquity in the Renaissance,1978,
2849,Aspects of Art and Science,1978,
2850,"People of the Plains, 1820-1850",1978,
2851,Mountain Man,1978,
2852,Whistler: The Later Years,1978,
2853,Romance and Reality: Aspects of Landscape Painting,1978,
2855,The Song of Roland,1978,
2858,"Kaiser Karl IV, 1316-1378",1978,
2277,Best of Fifty,1977,
2295,"Paris-New York, a Continuing Romance",1977,
2391,Jongkind and the Pre-Impressionists,1976,
2461,American Expatriate Painters of the Late Nineteenth Century,1976,
1,Victorian Painting,1977,
564,"Transformations of the Court Style: Gothic Art in Europe, 1270-1330",1977,
602,War Ã  la Mode: Military Painting from the Forbes Collection,1977,
142,"The Age of Louis XV, French Painting 1710-1774",1975,
146,Maryland Heritage: European Art at the Time of the Revolution,1976,
209,The Arts of Islam,1976,
607,Chinese Export Porcelains from Maryland Collections,1976,
625,Japonisme: Japanese Influence in French Art,1975,
812,Greek and Roman Metalware,1976,
2049,Images of Love and Death in Late Medieval and Renaissance Art,1975,
2353,America as Art,1976,
2388,Medieval and Early Renaissance Treasures in the Northwest,1976,
2462,Forgeries and Their Detection,1975,
590,American Art in the Barbizon Mood,1975,
734,Puvis de Chavannes and the Modern Tradition,1975,
833,Prayer Rugs,1974,
38,"Medieval Art, 1060-1550",1974,
57,Illuminated Greek Manuscripts from American Collections,  An Exhibition in Honor of Kurt Weitzmann,1973
2288,Jean-L?on G?r?me,1972,
116,Old Mistresses: Women Artists of the Past,1972,
1994,World of Wonder,1971,
2161,Alfred Jacob Miller,1971,
306,The Year 1200,1970,
908,Fortuny and His Circle,1970,
232,Art of the Asian Mountains,1969,
2437,The Waning of the Middle Ages,1969,
2259,From El Greco to Pollock: Early and Late Works by European and American Artists,1968,
2275,Curator's Choice from the Ancient World,1968,
2445,"James Jacques Joseph Tissot, 1836-1902: A Retrospective Exhibition",1968,
2480,The Master Artist,1967,
3120,"Theodore Rousseau, 1812-1867",1967,
3158,Richard Caton Woodville,1967,
30,In Remembrance of Creation: Evolution of Art and Scholarship in the Medieval and Renaissance Bible,1968,
350,A Medieval Treasury: An Exhibition of Medieval Art from the Third to the Sixteenth Century,1968,
428,The Academic Tradition,1968,
469,Hommage Ã  Baudelaire,1968,
335,An Exhibition of the Treasures of The Walters Art Gallery,1967,
353,Treasures from Medieval France,1966,
709,Art of Persia,1966,
2318,Eug?ne Isabey,1967,
2427,Ingres et son Temps,1967,
2670,Christmas Display at the Baltimore Gas and Electric Company,1966,
2451,"Mostra di Codici Gonzaghesch, Mantua",1966,
2466,Frederic Edwin Church,1966,
2027,The Legacy of David and Ingres to Nineteenth-Century Art,1966,
135,An Exhibition of Italian Panels and Manuscripts from the Thirteenth and Fourteenth Centuries in Honor of Richard Offner,1965,
270,Medieval Art,1965,
830,Corot,1965,
2199,Antoine-Louis Barye,1965,
2322,New Jersey and the Artist,1965,
2365,"2,000 Years of Calligraphy",1965,
3107,"Man: Glory, Jest, and Riddle, A Survey of the Human Form Through the Ages",1964,
486,Let There Be Light,1964,
567,Four Centuries of American Art,1963,
718,New York World's Fair 1964: Protestant and Orthodox Pavilion,1964,
2328,The Pre-Raphaelites,1964,
2425,Twelve Masterpieces of Medieval and Renaissance Book Illumination,1964,
2497,Neo-Classicism: Style and Motif,1964,
2194,Our Ancient Heritage: An Exhibit of Art and Artifacts from Egypt Mesopotamia Greece Roman Empire,1963,
2257,Genoese Masters,1962,
2433,Pages from Medieval and Renaissance Illuminated Manuscripts from the 10th to the Early 15th Centuries,1963,
3105,"Eug?ne Delacroix, 1798-1863",1962,
3119,Barbizon Revisited,1962,
647,Life and Art in Ancient Egypt,1963,
662,"The Hebrew Bible in Christian, Jewish & Muslim Art",1963,
796,The Arts of Man,1962,
840,Masterpieces of Art – Century 21 Exposition (Seattle World's Fair),1962,
2064,The International Style: The Arts in Europe Around 1400,1962,
2253,Scenes and Spectacles: The Theatre-World of the Baroque,1962,
2355,American Painting: 1857-1869,1962,
2440,From Icon to Image: Byzantine Influence on Pre-Renaissance Art in the East and West,1961,
2486,"Manet, Degas, Morisot and Cassatt",1962,
3770,The Book of Persia and India,1962,
3106,Ingres in American Collections,1961,
467,A Medieval Treasury from Southern Collections,1961,
2359,Daumier: Paintings and Drawings,1961,
2366,"Daumier: Paintings, Drawings, Sculpture, Prints",1961,
2504,Fruit and Flowers,1961,
2392,Art from Ingres to Pollock: Painting and Sculpture Since Neoclassicism,1960,
2485,Degas,1960,
2492,"Corot, 1796-1875",1960,
69,Russian Art: Icons and Decorative Arts from the Origin to the Twentieth Century,1959,
453,The Medieval Craftsman and His Modern Counterpart,1959,
661,Enamels,1959,
3225,Four Centuries of Miniature Painting from the Collections of the A,1958,
2358,Corot and His Contemporaries,1959,
2378,The World as a Symbol: An Exhibit of Medieval Art,1959,
2417,Van Clouet to Matisse,1958,
380,Religious Art of the Western World,1958,
664,The History of Bookbinding 525-1950 A,1957,
218,Fontinalia: The Art of the Fountain and the Fountain in Art,1957,
2363,The Men of 1830,1957,
3112,Claude Monet,1957,
3111,"The Turn of the Century: Exhibition of Masterpieces, 1880-1920",1956,
400,French Taste in the Eighteenth Century,1956,
314,Spanish Medieval Art,1954,
2483,Degas,1955,
2396,Art in the Book,1953,
2402,Medieval and Renaissance Illuminated Manuscripts,1953,
2478,Man and His Years,1954,
2503,Magic of Flowers in Painting,1954,
3110,Inaugural Exhibition at the Fort Worth Art Center,1954,
108,"Flight, Fantasy, Faith, Fact",1953,
382,Early Birds,1954,
489,French Pre-Impressionist Painters of the Nineteenth Century,1954,
558,American Drawings and Watercolors of the Nineteenth Century,1953,
678,The World Encompassed,  An Exhibition of the History of Maps Held at the Baltimore Museum of Art,1952
199,Egypt in the Middle Kingdom,1951,
2439,Masterpieces of Drawing,1950,
2441,French Painting 1100-1900,1951,
2196,From David to Courbet,1950,
441,French Painting from David to Courbet,1950,
633,The Eighteenth Century Art of France and England,1950,
3109,Paintings by the Impressionists and Post Impressionists,1950,
3108,Monet and the Beginnings of Impressionism,1949,
2211,The Gothic North,1949,
2413,Illuminated Books of the Middle Ages and Renaissance,1949,
